company_name,Ticker1,description,Industry,Country/Territory,Employees,Revenue,Assets,Profits,Nombre del archivo,Sector,Symbol,Short Name,Long Name,Financial Currency,Market Cap,P/E Ratio (ttm),Forward P/E,Diluted EPS (ttm),Dividends Per Share,Dividend Yield,Ex-Dividend Date,Price to Sales (ttm),Price to Book Value (ttm),Gross Margin (ttm),Operating Margin (ttm),Net Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Revenue Growth (y/o/y),EBITDA (ttm),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Range of Price Targets
Bank Of Hangzhou,600926.SS,"Bank of Hangzhou Co., Ltd. engages in the provision of financial services. Its business activities include corporate debt financing, trade bills, exchange rate, export business invoice financing, forfaiting, export credit insurance financing, and foreign currency liquidity loans. The company was founded on September 25, 1996 and is headquartered in Hangzhou, China.",Banking,China,"13,196",$9.7B,$246.8B,$1.8B,600926.SS.json,Financial Services,600926.SS,BANK OF HANGZHOU CO LTD,"Bank of Hangzhou Co., Ltd.",CNY,64995868672,5.7083335,4.183206,1.92,0.4,0.0365,1689206400,2.435301,0.7110419,N/A,0.55256003,0.52816004,0.00841,0.13713,N/A,4.508,0.174,N/A,324472471552,54.714,460142510080,N/A,N/A,"(7.58, 18.42)"
Idemitsu Kosan,5019.T,"Idemitsu Kosan Co., Ltd. engages in oil, basic chemicals, and renewable energy businesses. It operates through the following segments: Petroleum Products, Petrochemical Products, Resources, and Others. The Petroleum Products segment covers the production and sale of fuel oil and lubricants. The Petrochemical Products segment provides basic chemicals as raw materials for various petrochemical products, as well as solvents and various functional materials. The Resources segment carries out the research, exploration, development, production, and sale of oil, coal, uranium, and geothermal resources. The Others segment includes engineering, electronic materials, insurance, and agricultural biotechnology businesses. The company was founded by Sazo Idemitsu on June 20, 1911 and is headquartered in Tokyo, Japan. Read Less",Oil & Gas Operations,Japan,"14,209",$70.3B,$39.5B,$2.5B,5019.T.json,Energy,5019.T,IDEMITSU KOSAN CO.LTD,"Idemitsu Kosan Co.,Ltd.",JPY,1460317061120,6.1803684,8.956492,170.54,32.0,0.030299999,1711584000,0.16887645,0.8088945,0.09038,0.03818,0.028110001,0.033069998,0.13821,N/A,6004.87,-0.008,390915260416,192274006016,137.826,1426912968704,77.924,1.321,"(632.0, 1100.0)"
SSE,SSE.L,"SSE Plc engages in the generation, transmission, distribution, and supply of electricity. It operates through the following segments: Networks, Retail, and Wholesale. The Networks segment includes electricity distribution, electricity transmission, and gas distribution. The Retail segment comprises the business energy, airtricity, and enterprise. The Wholesale segment involves the energy portfolio management, electricity generation, gas storage, and gas production. The company was founded in 1943 and is headquartered in Perth, the United Kingdom.",Utilities,United Kingdom,"10,754",$13.6B,$31.8B,$1.3B,SSE.L.json,Utilities,SSE.L,SSE PLC ORD 50P,SSE plc,GBP,17702631424,30.547173,9.584418,0.53,0.88,0.0542,1704931200,1.5193044,217.14056,0.15695,0.14562,0.049640004,0.02642,0.07066,N/A,10.767,-0.149,1649500032,902400000,0.828,9034500096,84.314,0.907,"(1635.0, 2400.0)"
Industrial Bank of Korea,024110.KS,"Industrial Bank of Korea engages in the provision of banking services. It operates through the following businesses: Deposit for individuals and corporations, Trust, Loan, Exchange, and Credits. The deposit business provides money market, deferred, instalment, and mixed deposits. The trust business offers annuities and estates trust. The loan business provides loans for equipment, business transactions, corporations, and strategic methods. The exchange business provides funds for letter of credits and foreign exchange services. The credits business offers credit services including to individuals and corporates. The company was founded on August 1, 1961 and is headquartered in Seoul, South Korea. Read Less",Banking and Financial Services,South Korea,"13,256",$15.9B,$341.6B,$2.2B,024110.KS.json,Financial Services,024110.KS,IBK,Industrial Bank of Korea,KRW,12336179970048,N/A,4.2845945,N/A,984.0,0.064899996,1711584000,1.625213,N/A,N/A,0.5483,0.35172,N/A,N/A,N/A,9518.753,N/A,N/A,28121000574976,35264.72,223461192499200,N/A,N/A,"(8600.0, 20000.0)"
China Energy Engineering,601669.SS,"China Energy Engineering Corp. Ltd. engages in the construction project planning and consultancy, survey and design, construction and contracting, equipment manufacturing and investment operations. It operates through the following segments: Survey, Design and Consulting Services; Infrastructure Construction Contracts; Rendering of Other Services; Sale of Properties; and Sale of Goods. The company was founded on December 19, 2014 and is headquartered in Beijing, China.",Construction,China,"114,786",$55.5B,$101.6B,$1.2B,601669.SS.json,Industrials,601669.SS,POWER CONSTRUCTION CORP OF CHIN,"Power Construction Corporation of China, Ltd",CNY,87681351680,7.8307695,5.7191014,0.65,0.12,0.023599999,1689033600,0.14715427,0.6899824,0.12645,0.04558,0.02066,0.01686,0.06465,N/A,32.007,0.065,47000317952,104569929728,6.07,453986746368,171.337,0.926,"(7.68, 10.0)"
WEC Energy Group,WEC,"WEC Energy Group, Inc. is a holding company, which engages in the generation and distribution of electricity and natural gas. It operates through the following segments: Wisconsin, Illinois, Other States, Electric Transmission, Non-Utility Energy Infrastructure and Corporate & Other. The Wisconsin segment refers to the electric and gas utility operations. The Illinois segment deals with natural gas utility and non-utility activities. The Other States segment pertains to natural gas operations of the firm's subsidiaries. The Electric Transmission segment holds interests in state regulatory commissions. The Non-Utility Energy Infrastructure segment includes Wisconsin Electric Power, which owns and leases generating facilities. The Corporate and Other segment refers to the firm's administrative and holding activities. The company was founded in 1981 and is headquartered in Milwaukee, WI. Read Less",Utilities,United States,"7,022",$9.6B,$42.8B,$1.4B,WEC.json,Utilities,WEC,"WEC Energy Group, Inc.","WEC Energy Group, Inc.",USD,25257580544,18.966825,15.304015,4.22,3.34,0.041500002,1707782400,2.8401644,2.1534655,0.40562,0.24806999,0.14975001,0.03182,0.11233,N/A,28.196,-0.133,3448800000,42900000,0.136,18841399296,156.082,0.547,"(75.0, 96.0)"
Hanwha,000880.KS,"Hanwha Corp. engages in the trading and manufacturing business. The company operates its businesses through two business divisions: explosive and trading division. The Explosive division manufactures and sells commercial explosives, explosive demolitions, fireworks, chemicals and others. The Trading division involves in the export and import, domestic sale of oil products, minerals, photovoltaic packages and others. The company was founded on October 28,1952 and is headquartered in Seoul, South Korea.",Conglomerate,South Korea,"4,927",$48.2B,$167B,$1B,000880.KS.json,Industrials,000880.KS,Hanwha,Hanwha Corporation,KRW,2504543961088,N/A,2.5450633,N/A,750.0,0.025799999,1703635200,0.041094705,N/A,0.086219996,0.03202,0.00819,0.00456,0.057389997,N/A,822999.0,-0.189,2902759047168,6527282839552,87843.766,21006464843776,60.393,1.004,"(31000.0, 43000.0)"
Trane Technologies,TT,"Trane Technologies Plc engages in the provision of products, services, and solutions to enhance the quality, energy efficiency and comfort of air in homes and buildings, transport and protect food and perishables and increase industrial productivity and efficiency. It operates through Climate and Industrial segments. The Climate segment delivers energy-efficient products and innovative energy services. The Industrial segment delivers products and services that enhance energy efficiency, productivity and operations. It distributes its products under the following brand names: Ingersoll-Rand, Trane, Thermo King, American Standard, ARO, and Club Car. The company was founded in 1871 and is headquartered in Swords, Ireland. Read Less","Engineering, Manufacturing",Ireland,"42,380",$16.3B,$17.9B,$1.8B,TT.json,Industrials,TT,Trane Technologies plc,Trane Technologies plc,USD,69004910592,34.144947,26.680422,8.9,3.36,0.0113,1709164800,3.9035225,9.8691225,0.33133,0.15429,0.11449,0.09422,0.31533,N/A,77.33,0.086,3136300032,1095299968,4.824,5302499840,75.566,1.135,"(235.0, 330.0)"
PPG ,PPG,"PPG Industries, Inc. engages in the manufacture and distribution of coatings, specialty materials, and glass products. It operates through Performance Coatings and Industrial Coatings segments. The Performance Coatings segment comprises of the refinish, aerospace, protective and marine, and architectural coatings businesses. The Industrial Coatings segment includes automotive OEM, industrial coatings, packaging coatings, and specialty coatings and materials businesses. The company was founded was founded by John B. Ford and John A. Pitcairn in 1883 and is headquartered in Pittsburgh, PA.","Construction, Oil & Gas Operations, Mining and Chemicals",United States,"36,400",$17.7B,$22.1B,$1.3B,PPG.json,Basic Materials,PPG,"PPG Industries, Inc.","PPG Industries, Inc.",USD,33800192000,26.84299,15.392283,5.35,2.57,0.018099999,1707955200,1.8524712,4.3128715,0.41362,0.1,0.0696,0.06632,0.17771,N/A,77.314,0.039,2807000064,1598000000,6.793,6888999936,85.866,1.47,"(145.0, 175.0)"
Weichai Power,2338.HK,"Weichai Power Co. Ltd. engages in the research and development, manufacture, and sale of diesel engines. It operates through the following business segments: Diesel Engines; Automobiles and Other Major Automobile Components; Other Components; Import & Export Services; and Forklift Trucks and Supply Chain Solution. The Diesel Engines segment manufacture and sell diesel engines and related parts. The Automobiles and Other Major Automobile Components segment manufactures and sell automobiles parts other than diesel engines. The Other Components segment manufacture and sell other automobile components. The Import & Export Services segment provides import and export services. The Forklift Trucks and Supply Chain Solutions segment is the production, warehousing technology and supply chain solutions services of forklift trucks. The company was founded on December 23, 2002 and is headquartered in Weifang, China. Read Less",Consumer Durables,China,"46,442",$27.3B,$44.7B,$831.9M,2338.HK.json,Industrials,2338.HK,WEICHAI POWER,"Weichai Power Co., Ltd.",CNY,147539689472,14.862745,18.71605,1.02,0.49,0.0325,1695859200,0.71964556,1.692909,0.19988,0.07752,0.03948,0.02101,0.09386,N/A,23.729,0.24,17917620224,93233602560,10.792,60095414272,54.49,1.371,"(13.37, 21.87)"
Meituan ,3690.HK,"Meituan Dianping is an investment holding company, which engages in the provision of a platform that uses technology to connect consumers and merchants. It operates through the following segments: Food Delivery, In-store, Hotel, and Travel, and New Initiatives and Others. The Food Delivery segment provides food ordering and delivery service. The In-store, Hotel, and Travel segment offers merchants to sell vouchers, coupons, tickets, and reservations in the platform. The New Initiatives and Others segment includes revenue derived from cloud-based enterprise resource planning systems, integrated payment services, supply chain solutions to merchants, small and medium-sized merchants financing services, local transportation services, and other products and services. The company was founded by Xing Wang, Hui Wen Wang, and Rong Jun Mu in March 2010 and is headquartered in Beijing, China. Read Less",IT Software & Services,China,"92,046",$32.6B,$35.2B,-$1B,3690.HK.json,Consumer Cyclical,3690.HK,MEITUAN-W,Meituan,CNY,575463751680,68.8806,17.992203,1.34,N/A,N/A,N/A,2.1865957,4.4392076,0.33867002,0.04355,0.040110003,0.016970001,0.07665,N/A,35.727,0.221,12940808192,133620293632,21.576,62874062848,42.533,1.746,"(70.97, 207.84)"
CBRE Group,CBRE,"CBRE Group, Inc. engages in the provision of commercial real estate and investment services. It operates through the following segments: Advisory Services, Global Workplace Solutions and Real Estate Investments. The Advisory Services Segment provides a comprehensive range of services globally, including property leasing, capital markets (property sales and mortgage origination, sales and servicing), property management, project management services and valuation services. The Global Workplace Solutions Segment provides a broad suite of integrated, contractually-based outsourcing services globally for occupiers of real estate, including facilities management, project management and transaction services (leasing and sales). The Real Estate Investments Segment comprises of investment management services provided globally, development services in the United States and United Kingdom and a service designed to help property occupiers and owners meet the growing demand for flexible office space solutions on a global basis. The company was founded by Colbert Coldwell in 1906 and is headquartered in Los Angeles, CA. Read Less",Business Services & Supplies,United States,"115,000",$30.9B,$21B,$1.1B,CBRE.json,Real Estate,CBRE,CBRE Group Inc,"CBRE Group, Inc.",USD,29994893312,31.149206,17.872498,3.15,N/A,N/A,N/A,0.9388367,3.556748,0.19692,0.04973,0.03086,0.03627,0.11622,N/A,103.586,0.092,1887600000,1264999936,4.21,4934000128,54.417,1.173,"(85.0, 111.0)"
Crown Castle International,CCI,"Crown Castle International Corp. is a real estate investment trust company, which engages in the provision of access to wireless infrastructure via long-term contacts. It operates through the following segments: Towers and Fiber. The Towers segment offers access, including space or capacity towers dispersed throughout the United States. The Fiber segment covers access, including space or capacity of fiber primarily supporting small cell networks and fiber solutions. The company was founded by Ted B. Miller Jr. and Edward C. Hutcheson Jr. in 1994 and is headquartered in Houston, TX.",Diversified Financials,United States,"5,000",$7B,$39.1B,$1.7B,CCI.json,Real Estate,CCI,Crown Castle Inc.,Crown Castle Inc.,USD,45010731008,29.959538,39.716476,3.46,6.26,0.059899997,1710374400,6.447605,7.050262,0.71637,0.36081,0.21516001,0.040159997,0.21721001,N/A,16.085,-0.051,4196999936,105000000,0.242,28814000128,451.559,0.399,"(85.0, 133.0)"
